id;lien_vers_la_fiche_pat;nom;regions;departements;code_insee;gouvernance;gouvernance_est_territoire_ressource;democratie_alimentaire;democratie_alimentaire_1_nom_de_laction;democratie_alimentaire_1_etat_davancement;democratie_alimentaire_1_est_ressource;democratie_alimentaire_1_resultat_attendu;democratie_alimentaire_1_resultat_atteint;democratie_alimentaire_1_descriptif;democratie_alimentaire_2_nom_de_laction;democratie_alimentaire_2_etat_davancement;democratie_alimentaire_2_est_ressource;democratie_alimentaire_2_resultat_attendu;democratie_alimentaire_2_resultat_atteint;democratie_alimentaire_2_descriptif;democratie_alimentaire_3_nom_de_laction;democratie_alimentaire_3_etat_davancement;democratie_alimentaire_3_est_ressource;democratie_alimentaire_3_resultat_attendu;democratie_alimentaire_3_resultat_atteint;democratie_alimentaire_3_descriptif;democratie_alimentaire_4_nom_de_laction;democratie_alimentaire_4_etat_davancement;democratie_alimentaire_4_est_ressource;democratie_alimentaire_4_resultat_attendu;democratie_alimentaire_4_resultat_atteint;democratie_alimentaire_4_descriptif;democratie_alimentaire_5_nom_de_laction;democratie_alimentaire_5_etat_davancement;democratie_alimentaire_5_est_ressource;democratie_alimentaire_5_resultat_attendu;democratie_alimentaire_5_resultat_atteint;democratie_alimentaire_5_descriptif;groupes_de_concertation_thematiques_perennes;groupes_de_concertation_thematiques_perennes_1_nom_de_laction;groupes_de_concertation_thematiques_perennes_1_etat_davancement;groupes_de_concertation_thematiques_perennes_1_est_ressource;groupes_de_concertation_thematiques_perennes_1_resultat_attendu;groupes_de_concertation_thematiques_perennes_1_resultat_atteint;groupes_de_concertation_thematiques_perennes_1_descriptif;groupes_de_concertation_thematiques_perennes_2_nom_de_laction;groupes_de_concertation_thematiques_perennes_2_etat_davancement;groupes_de_concertation_thematiques_perennes_2_est_ressource;groupes_de_concertation_thematiques_perennes_2_resultat_attendu;groupes_de_concertation_thematiques_perennes_2_resultat_atteint;groupes_de_concertation_thematiques_perennes_2_descriptif;groupes_de_concertation_thematiques_perennes_3_nom_de_laction;groupes_de_concertation_thematiques_perennes_3_etat_davancement;groupes_de_concertation_thematiques_perennes_3_est_ressource;groupes_de_concertation_thematiques_perennes_3_resultat_attendu;groupes_de_concertation_thematiques_perennes_3_resultat_atteint;groupes_de_concertation_thematiques_perennes_3_descriptif;groupes_de_concertation_thematiques_perennes_4_nom_de_laction;groupes_de_concertation_thematiques_perennes_4_etat_davancement;groupes_de_concertation_thematiques_perennes_4_est_ressource;groupes_de_concertation_thematiques_perennes_4_resultat_attendu;groupes_de_concertation_thematiques_perennes_4_resultat_atteint;groupes_de_concertation_thematiques_perennes_4_descriptif;groupes_de_concertation_thematiques_perennes_5_nom_de_laction;groupes_de_concertation_thematiques_perennes_5_etat_davancement;groupes_de_concertation_thematiques_perennes_5_est_ressource;groupes_de_concertation_thematiques_perennes_5_resultat_attendu;groupes_de_concertation_thematiques_perennes_5_resultat_atteint;groupes_de_concertation_thematiques_perennes_5_descriptif;modalites_dimplication_du_grand_public_perennes;modalites_dimplication_du_grand_public_perennes_1_nom_de_laction;modalites_dimplication_du_grand_public_perennes_1_etat_davancement;modalites_dimplication_du_grand_public_perennes_1_est_ressource;modalites_dimplication_du_grand_public_perennes_1_resultat_attendu;modalites_dimplication_du_grand_public_perennes_1_resultat_atteint;modalites_dimplication_du_grand_public_perennes_1_descriptif;modalites_dimplication_du_grand_public_perennes_2_nom_de_laction;modalites_dimplication_du_grand_public_perennes_2_etat_davancement;modalites_dimplication_du_grand_public_perennes_2_est_ressource;modalites_dimplication_du_grand_public_perennes_2_resultat_attendu;modalites_dimplication_du_grand_public_perennes_2_resultat_atteint;modalites_dimplication_du_grand_public_perennes_2_descriptif;modalites_dimplication_du_grand_public_perennes_3_nom_de_laction;modalites_dimplication_du_grand_public_perennes_3_etat_davancement;modalites_dimplication_du_grand_public_perennes_3_est_ressource;modalites_dimplication_du_grand_public_perennes_3_resultat_attendu;modalites_dimplication_du_grand_public_perennes_3_resultat_atteint;modalites_dimplication_du_grand_public_perennes_3_descriptif;modalites_dimplication_du_grand_public_perennes_4_nom_de_laction;modalites_dimplication_du_grand_public_perennes_4_etat_davancement;modalites_dimplication_du_grand_public_perennes_4_est_ressource;modalites_dimplication_du_grand_public_perennes_4_resultat_attendu;modalites_dimplication_du_grand_public_perennes_4_resultat_atteint;modalites_dimplication_du_grand_public_perennes_4_descriptif;modalites_dimplication_du_grand_public_perennes_5_nom_de_laction;modalites_dimplication_du_grand_public_perennes_5_etat_davancement;modalites_dimplication_du_grand_public_perennes_5_est_ressource;modalites_dimplication_du_grand_public_perennes_5_resultat_attendu;modalites_dimplication_du_grand_public_perennes_5_resultat_atteint;modalites_dimplication_du_grand_public_perennes_5_descriptif
1327;https://france-pat.fr/pat/projet-alimentaire-territorial-departemental-de-cote-dor-alimenter21/;"PAT du Conseil départemental de Côte d'Or";Bourgogne-Franche-Comté;Côte-d'Or;21010,21027,21043,21059,21076,21092,21108,21124,21140,21156,21172,21190,21207,21224,21240,21256,21272,21288,21304,21321,21337,21353,21369,21385,21401,21417,21433,21450,21467,21483,21500,21519,21535,21552,21568,21584,21600,21616,21633,21649,21667,21684,21701,21717,21011,21028,21044,21060,21077,21093,21109,21125,21141,21157,21173,21191,21208,21225,21241,21257,21273,21289,21305,21322,21338,21354,21370,21386,21402,21418,21434,21451,21468,21484,21501,21520,21536,21553,21569,21585,21601,21617,21634,21650,21669,21685,21702,21012,21029,21045,21061,21078,21094,21110,21126,21142,21158,21175,21192,21209,21226,21242,21258,21274,21290,21306,21323,21339,21355,21371,21387,21403,21419,21435,21452,21469,21485,21502,21521,21537,21554,21570,21586,21602,21618,21635,21651,21670,21686,21703,21013,21030,21046,21062,21079,21095,21111,21127,21143,21159,21176,21193,21210,21227,21243,21259,21275,21291,21307,21324,21340,21356,21372,21388,21404,21420,21436,21454,21470,21487,21503,21522,21538,21555,21571,21587,21603,21619,21636,21652,21671,21687,21704,21014,21031,21047,21063,21080,21096,21112,21128,21144,21160,21177,21194,21211,21228,21244,21260,21276,21292,21308,21325,21341,21357,21373,21389,21405,21421,21437,21455,21471,21488,21504,21523,21539,21556,21572,21588,21604,21620,21637,21653,21672,21688,21705,21015,21032,21048,21064,21081,21097,21113,21129,21145,21161,21178,21195,21212,21229,21245,21261,21277,21293,21309,21326,21342,21358,21374,21390,21406,21422,21438,21456,21472,21489,21505,21524,21540,21557,21573,21589,21605,21622,21638,21655,21673,21689,21706,21016,21033,21049,21065,21082,21098,21114,21130,21146,21162,21179,21196,21214,21230,21246,21262,21278,21294,21310,21327,21343,21359,21375,21391,21407,21423,21439,21457,21473,21490,21506,21525,21541,21558,21574,21590,21606,21623,21639,21656,21674,21690,21707,21001,21017,21034,21050,21066,21083,21099,21115,21131,21147,21163,21180,21197,21215,21231,21247,21263,21279,21295,21311,21328,21344,21360,21376,21392,21408,21424,21440,21458,21474,21491,21508,21526,21542,21559,21575,21591,21607,21624,21640,21657,21675,21691,21708,21002,21018,21035,21051,21067,21084,21100,21116,21132,21148,21164,21181,21198,21216,21232,21248,21264,21280,21296,21312,21329,21345,21361,21377,21393,21409,21425,21441,21459,21475,21492,21510,21527,21543,21560,21576,21592,21608,21625,21641,21659,21676,21692,21709,21003,21020,21036,21052,21068,21085,21101,21117,21133,21149,21165,21182,21199,21217,21233,21249,21265,21281,21297,21313,21330,21346,21362,21378,21394,21410,21426,21442,21460,21476,21493,21511,21528,21544,21561,21577,21593,21609,21626,21642,21660,21677,21693,21710,21004,21021,21037,21053,21069,21086,21102,21118,21134,21150,21166,21183,21200,21218,21234,21250,21266,21282,21298,21314,21331,21347,21363,21379,21395,21411,21427,21444,21461,21477,21494,21512,21529,21545,21562,21578,21594,21610,21627,21643,21661,21678,21694,21711,21005,21022,21038,21054,21070,21087,21103,21119,21135,21151,21167,21184,21201,21219,21235,21251,21267,21283,21299,21315,21332,21348,21364,21380,21396,21412,21428,21445,21462,21478,21495,21514,21530,21546,21563,21579,21595,21611,21628,21644,21662,21679,21695,21712,21006,21023,21039,21055,21071,21088,21104,21120,21136,21152,21168,21185,21202,21220,21236,21252,21268,21284,21300,21316,21333,21349,21365,21381,21397,21413,21429,21446,21463,21479,21496,21515,21531,21547,21564,21580,21596,21612,21629,21645,21663,21680,21696,21713,21007,21024,21040,21056,21072,21089,21105,21121,21137,21153,21169,21186,21203,21221,21237,21253,21269,21285,21301,21317,21334,21350,21366,21382,21398,21414,21430,21447,21464,21480,21497,21516,21532,21548,21565,21581,21597,21613,21630,21646,21664,21681,21698,21714,21008,21025,21041,21057,21074,21090,21106,21122,21138,21154,21170,21187,21204,21222,21238,21254,21270,21286,21302,21319,21335,21351,21367,21383,21399,21415,21431,21448,21465,21481,21498,21517,21533,21549,21566,21582,21598,21614,21631,21647,21665,21682,21699,21715,21009,21026,21042,21058,21075,21091,21107,21123,21139,21155,21171,21189,21205,21223,21239,21255,21271,21287,21303,21320,21336,21352,21368,21384,21400,21416,21432,21449,21466,21482,21499,21518,21534,21550,21567,21583,21599,21615,21632,21648,21666,21683,21700,21716;oui;oui;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;;oui;"Réseau des territoires";"Action en cours";oui;"3 réunions par an dont certaines thématiques";"3 réunions par an";"Animation d'un reseau des territoires départementales regroupant l'ensemble des territoires infra portant une SAT ou un PAT. Réunions d'échanges d'expériences,  qui peuvent être thématiques, en fonction des besoins,partage d'outils (un cloud est mis en place)";;;non;;;;;;non;;;;;;non;;;;;;non;;;;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;
1328;https://france-pat.fr/pat/pat-du-pays-de-seine-et-tilles/;"PAT du PETR du Pays de Seine-et-Tilles en Bourgogne";Bourgogne-Franche-Comté;Côte-d'Or;21385,21483,21667,21207,21240,21304,21338,21536,21702,21208,21651,21142,21290,21587,21127,21227,21275,21421,21620,21705,21096,21211,21472,21489,21573,21589,21638,21245,21391,21049,21230,21408,21491,21508,21591,21163,21345,21361,21659,21692,21561,21085,21477,21494,21118,21218,21579,21119,21283,21479,21039,21136,21220,21284,21646,21317,21383,21614,21665,21041,21286,21400,21599,21648,21666,21255;non;non;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;
1329;https://france-pat.fr/pat/pat-de-la-cap-val-de-saone/;"Manger local CAP ou pas CAP, le projet alimentaire du Val de Saône";Bourgogne-Franche-Comté;Côte-d'Or;21268,21316,21496,21680,21713,21269,21398,21074,21138,21367,21699,21482,21076,21256,21337,21701,21028,21175,21371,21618,21571,21437,21556,21639,21180,21376,21624,21233,21493,21609,21331,21610,21643,21038,21495;non;non;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;
1330;https://france-pat.fr/pat/pat-de-la-communaute-de-communes-des-terres-dauxois/;"PAT de la Communauté de communes des Terres d'Auxois";Bourgogne-Franche-Comté;Côte-d'Or;21069,21282,21298,21395,21529,21678,21694,21151,21380,21563,21662,21168,21365,21381,21413,21463,21547,21612,21696,21007,21024,21040,21203,21430,21497,21613,21681,21335,21431,21498,21205,21449,21108,21224,21272,21417,21552,21633,21649,21141,21434,21537,21635,21291,21324,21603,21047,21177,21341,21672,21097,21145,21505,21689,21457,21690,21707,21147,21247,21328,21640,21100,21198,21232,21280,21329,21377,21576,21676,21101,21199,21394,21426,21544,21642,21710;non;non;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;
1331;https://france-pat.fr/pat/pat-du-pays-beaunois/;"PAT du Pays Beaunois";Bourgogne-Franche-Comté;Côte-d'Or;21088,21120,21152,21185,21236,21333,21397,21564,21596,21645,21089,21153,21169,21186,21221,21285,21301,21366,21382,21464,21480,21565,21581,21597,21630,21698,21714,21170,21187,21254,21399,21517,21533,21582,21631,21647,21042,21091,21155,21189,21239,21368,21384,21534,21583,21716,21010,21092,21156,21172,21190,21401,21450,21600,21616,21684,21173,21191,21241,21289,21322,21501,21569,21585,21601,21634,21650,21110,21387,21502,21554,21570,21586,21030,21062,21095,21176,21193,21210,21243,21340,21356,21420,21436,21636,21652,21014,21031,21112,21128,21194,21228,21244,21405,21523,21572,21588,21637,21688,21032,21048,21113,21178,21195,21342,21673,21065,21082,21162,21196,21214,21246,21294,21327,21407,21423,21506,21541,21558,21590,21606,21001,21017,21050,21066,21099,21131,21295,21311,21344,21360,21392,21424,21440,21458,21474,21542,21575,21607,21691,21708,21035,21132,21148,21164,21409,21441,21475,21492,21527,21625,21020,21036,21068,21133,21182,21217,21249,21265,21297,21362,21442,21476,21577,21660,21677,21037,21086,21150,21200,21347,21411,21427,21461,21512,21022,21054,21070,21087,21103,21184,21219,21251,21267,21332,21412,21428,21712;non;non;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;
1333;https://france-pat.fr/pat/pat-de-norges-et-tille/;"Projet Alimentaire de Norge et Tille";Bourgogne-Franche-Comté;Côte-d'Or;21111,21555,21179,21657,21021,21266,21462,21107,21027,21059,21535,21209,21469,21521;oui;non;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;
1334;https://france-pat.fr/pat/pat-de-lagglomeration-bisontine/;"PAT de la Communauté urbaine du Grand Besançon Métropole";Bourgogne-Franche-Comté;Doubs;25014,25105,25267,25410,25444,25527,25035,25147,25200,25429,25477,25495,25564,25036,25376,25073,25186,25287,25532,25448,25056,25395,25111,25152,25364,25397,25466,25611,25058,25112,25153,25328,25381,25418,25467,25612,25258,25502,25594,25133,25631,25115,25136,25297,25368,25438,25454,25084,25212,25557,25575,25616,25117,25195,25245,25598,25030,25086,25119,25371,25473,25542,25103,25197,25265,25560,25427,25561;non;non;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;
1335;https://france-pat.fr/pat/pat-du-pays-de-montbeliard-agglomeration/;"PAT de la Communauté d'agglomération du Pays de Montbéliard Agglomération";Bourgogne-Franche-Comté;Doubs;25004,25190,25224,25345,25485,25043,25059,25097,25191,25452,25082,25210,25367,25469,25555,25521,25539,25614,25194,25228,25422,25540,25615,25632,25063,25159,25316,25350,25370,25523,25011,25048,25196,25214,25230,25281,25524,25617,25031,25388,25426,25618,25013,25216,25526,25580,25033,25284,25304,25428,25562,25071,25547,25548,25054,25170,25463,25497,25586,25093,25187,25237,25378,25394,25481,25040,25188,25020,25057,25207,25239,25274;non;non;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;
1336;https://france-pat.fr/pat/pat-durable-du-grand-pontarlier/;"PAT de la Communauté de Communes du Grand Pontarlier";Bourgogne-Franche-Comté;Doubs;25634,25201,25462,25515,25110,25204,25309,25609,25293,25157;oui;non;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;
1337;https://france-pat.fr/pat/pat-du-pays-ledonien/;"PAT du PETR du Pays Lédonien";Bourgogne-Franche-Comté;Jura;39016,39092,39109,39167,39184,39261,39279,39317,39334,39353,39411,39468,39017,39035,39110,39168,39185,39241,39318,39375,39394,39431,39508,39550,39018,39111,39169,39204,39244,39530,39551,39038,39112,39132,39170,39265,39300,39320,39397,39454,39471,39492,39511,39531,39552,39056,39114,39171,39283,39321,39378,39435,39455,39472,39493,39512,39532,39553,39574,39021,39057,39134,39154,39207,39247,39322,39379,39456,39533,39575,39041,39058,39079,39136,39173,39229,39304,39380,39420,39457,39474,39534,39555,39576,39080,39100,39118,39137,39156,39192,39209,39230,39269,39324,39343,39362,39421,39458,39475,39556,39577,39007,39025,39043,39060,39175,39250,39288,39306,39363,39422,39518,39537,39557,39045,39061,39102,39194,39251,39289,39307,39326,39423,39443,39519,39538,39558,39027,39062,39140,39160,39177,39196,39234,39272,39290,39327,39346,39404,39582,39010,39063,39104,39122,39162,39197,39216,39253,39273,39310,39328,39348,39388,39445,39583,39065,39086,39124,39142,39163,39179,39217,39236,39312,39349,39480,39561,39066,39088,39106,39143,39164,39180,39199,39255,39390,39407,39447,39107,39145,39200,39295,39314,39351,39408,39466,39485,39504,39567,39146,39166,39201,39239,39278,39296,39333,39467,39486,39505,39547;non;non;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;
1338;https://france-pat.fr/pat/pat-du-pays-dolois/;"Pays Dolois - Pays de Pasteur";Bourgogne-Franche-Comté;Jura;39024,39042,39249,39305,39439,39101,39138,39193,39270,39385,39402,39476,39498,39008,39026,39139,39176,39211,39233,39345,39403,39477,39499,39121,39252,39308,39365,39387,39462,39520,39559,39581,39141,39235,39405,39501,39011,39029,39048,39198,39464,39502,39030,39218,39350,39465,39525,39565,39584,39014,39031,39090,39182,39219,39238,39370,39448,39526,39546,39051,39128,39220,39259,39352,39392,39409,39429,39449,39527,39034,39430,39451,39507,39528,39569,39093,39149,39262,39335,39412,39452,39469,39037,39074,39150,39299,39396,39432,39571,39001,39076,39095,39188,39205,39245,39377,39415,39039,39077,39096,39189,39206,39246,39266,39338,39398,39573,39078,39172,39190,39284,39302,39360,39399,39513,39022,39099,39117,39285,39323,39361,39400,39514;oui;non;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;;non;"Créer un outil d’animation en direction des petits producteurs locaux";"Action en cours";non;;"Groupe de travail installé et opérationnel";"Le Pays Dolois, en partenariat avec la Chambre d'Agriculture, a constitué un groupe de travail entre producteurs diversifiés et/ou commercialisant en circuits courts.

Il va être proposé des visites et réunions régulières et utiles à ces producteurs, par exemple pour les mettre en contact avec des distributeurs, des représentants de la restauration collective et des associations d’aide alimentaire.";;;non;;;;;;non;;;;;;non;;;;;;non;;;;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;
1339;https://france-pat.fr/pat/pat-du-pnr-du-haut-jura/;"Projet Alimentaire Territorial du Parc naturel régional du Haut-Jura";"Auvergne-Rhône-Alpes, Bourgogne-Franche-Comté";"Ain, Doubs, Jura";01104,01143,25486,39179,39274,39367,39523,39561,01033,39106,39126,39275,39293,39368,01357,25348,39068,39258,39351,39585,01035,39032,39333,39547,01148,25179,25263,39129,39184,39240,39297,39373,39487,01109,01247,39130,39280,39318,01209,25142,39131,39413,39453,39470,39491,39510,01210,01288,25121,25320,25619,39151,01173,25494,39227,39283,01135,01153,01174,01308,01419,39228,39339,39494,01114,01436,25252,25413,39208,01401,39059,39118,39174,39269,39286,01081,01257,25464,39157,39175,39232,39441,39460,01158,01180,25534,39102,39120,39271,39289,39307,39579,25483,39046,39424,39478,25096,25131,25451,25501,39047,39216,39328,39463,39560;non;non;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;
1340;https://france-pat.fr/pat/pat-coeur-du-jura/;"PAT de la Communauté de communes Cœur du Jura";Bourgogne-Franche-Comté;Jura;39084,39103,39444,39500,39539,39291,39425,39479,39028,39426,39446,39330,39013,39049,39127,39050,39315,39568,39586,39072,39147,39202,39548,39073,39222,39354,39489,39529,39570,39094,39223,39263,39319,39336,39355,39054,39225,39337,39434,39572,39019,39133,39359,39418,39002,39116,39267,39436,39003,39040,39155,39191,39248,39268,39342,39495,39004,39401,39497,39535,39006,39081,39119,39325,39159,39386;oui;non;oui;"Organisation d'une concertation pour la création du plan d'actions";"Action réalisée";non;;"100 participants aux 3 ateliers - implication dans le PAT de 7 associations, 3 OPA et 2 entreprises - 15/31 actions du PAT portées par des organismes autres que la CC APS";"L'objectif premier du PAT Coeur du Jura était de faire système, afin d'assurer un portage multi-acteurs du PAT.

Pour ce faire, des ateliers de concertation publique ont été organisées pour définir les actions du PAT. Au préalable, une exposition itinérante avait tourné sur le territoire pour informer la population de l'organisation de ces ateliers (marchés, sorties d'école, etc.).";;;non;;;;;;non;;;;;;non;;;;;;non;;;;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;
1341;https://france-pat.fr/pat/pat-de-la-communaute-dagglomeration-de-nevers/;"PAT de la Communauté d'Agglomération de Nevers";Bourgogne-Franche-Comté;Nièvre;58088,58124,58238,58126,58207,58303,58160,58225,58194,58051,58117,58214,58278,58121;non;non;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;;non;"Mobiliser le conseil de développement de l'Agglomération de Nevers dans la démarche du PAT";"Action programmée";non;;;"Faire participer les habitants à la vie du PAT";;;non;;;;;;non;;;;;;non;;;;;;non;;;
1342;https://france-pat.fr/pat/pat-de-la-nievre/;"PAT du Département de la Nièvre";Bourgogne-Franche-Comté;Nièvre;58059,58146,58087,58137,58255,58269,58265,58286,58288,58281,58297,58003,58002,58005,58016,58013,58012,58011,58009,58014,58039,58038,58036,58034,58033,58031,58032,58042,58093,58092,58090,58089,58083,58081,58077,58072,58073,58069,58056,58065,58064,58060,58053,58048,58046,58047,58086,58106,58105,58104,58103,58102,58209,58101,58098,58094,58109,58117,58116,58251,58122,58127,58131,58128,58150,58058,58112,58154,58151,58206,58210,58212,58214,58307,58310,58308,58312,58304,58302,58147,58203,58205,58201,58200,58198,58218,58215,58217,58184,58160,58156,58179,58247,58174,58172,58170,58169,58165,58164,58163,58162,58220,58222,58223,58224,58231,58242,58230,58244,58254,58226,58237,58270,58267,58256,58234,58228,58227,58197,58196,58193,58192,58189,58190,58298,58295,58293,58287,58284,58263,58261,58232,58252,58248,58260,58176,58152,58225,58279,58273,58271,58278,58300,58282,58280,58236,58207,58079,58085,58299,58124,58110,58186,58213,58099,58007,58044,58187,58037,58010,58177,58120,58001,58166,58004,58311,58175,58107,58008,58024,58030,58075,58208,58257,58292,58153,58305,58080,58159,58183,58272,58171,58040,58066,58180,58017,58006,58015,58018,58202,58119,58283,58113,58291,58259,58027,58084,58070,58043,58130,58029,58041,58071,58050,58052,58132,58054,58078,58155,58145,58181,58067,58258,58134,58023,58143,58028,58061,58097,58185,58191,58238,58296,58188,58245,58268,58178,58289,58313,58239,58136,58035,58275,58144,58195,58240,58253,58125,58233,58229,58045,58020,58049,58055,58096,58108,58306,58241,58216,58294,58129,58235,58123,58115,58025,58021,58133,58148,58157,58026,58204,58266,58141,58082,58068,58264,58057,58088,58303,58121,58221,58135,58173,58118,58243,58290,58139,58140,58211,58274,58114,58250,58095,58126,58168,58149,58262,58063,58062,58158,58138,58301,58076,58285,58199,58249,58111,58277,58142,58161,58182,58019,58309,58276,58246,58219,58074,58194,58051;oui;non;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;;oui;"Mobiliser les citoyens dans la démarche participative ""Imagine la Nièvre"" sur des questions d'agriculture et d'alimentation et en particulier les membres de l'Observatoire citoyen";"Action en cours";non;"Engagement des citoyens dans Imagine la Nièvre";;"Intégration des enjeux liés à l’agriculture et ses produits parmi les engagements « Imagine la Nièvre », une démarche participative du département de la Nièvre.
Engagement 15  : Soutenir le monde agricole face aux enjeux de la transition écologique
Engagement 16 : Accompagner l’installation de nouveaux agriculteurs dans la Nièvre, en privilégiant les structures coopératives
Suivi par les membres de l'Observatoire citoyen de ces 2 engagements.";;;non;;;;;;non;;;;;;non;;;;;;non;;;
1343;https://france-pat.fr/pat/pat-du-val-de-loire-nivernais/;"PAT du Pays Val de Loire Nivernais";Bourgogne-Franche-Comté;Nièvre;58014,58096,58194,58258,58306,58048,58064,58146,58162,58291,58307,58081,58115,58131,58147,58212,58228,58260,58148,58164,58213,58261,58293,58002,58051,58067,58101,58117,58214,58278,58294,58102,58134,58215,58231,58279,58295,58020,58053,58151,58184,58248,58264,58280,58296,58021,58086,58152,58265,58281,58055,58087,58105,58121,58137,58186,58218,58234,58250,58298,58007,58056,58072,58088,58122,58138,58187,58203,58251,58025,58057,58089,58155,58188,58220,58236,58252,58300,58009,58042,58124,58189,58027,58059,58174,58238,58254,58302,58044,58126,58158,58207,58303,58045,58061,58077,58127,58192,58256,58013,58095,58112,58144,58160,58193,58209,58225,58241,58273;non;non;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;
1344;https://france-pat.fr/pat/pat-nivernais-morvan/;"PAT Nivernais Morvan";Bourgogne-Franche-Comté;Nièvre;58010,58043,58075,58092,58109,58125,58141,58157,58190,58206,58222,58286,58011,58028,58060,58076,58093,58110,58142,58175,58191,58223,58239,58255,58271,58287,58029,58111,58143,58159,58176,58208,58224,58240,58272,58288,58304,58030,58046,58062,58078,58128,58177,58257,58289,58305,58031,58047,58063,58079,58113,58129,58145,58161,58178,58210,58226,58242,58274,58290,58015,58032,58080,58097,58114,58130,58179,58195,58211,58243,58275,58016,58049,58065,58098,58163,58180,58196,58244,58276,58292,58308,58001,58017,58034,58050,58066,58082,58099,58116,58132,58181,58197,58229,58245,58277,58309,58018,58035,58083,58133,58149,58165,58182,58198,58230,58246,58262,58310,58003,58019,58052,58068,58084,58118,58150,58166,58183,58199,58247,58263,58311,58004,58037,58069,58085,58103,58119,58135,58168,58200,58216,58232,58312,58005,58038,58054,58070,58120,58136,58169,58185,58201,58217,58233,58249,58297,58313,58006,58023,58039,58071,58153,58170,58202,58266,58282,58024,58040,58106,58154,58171,58219,58235,58267,58283,58299,58008,58041,58073,58107,58123,58139,58172,58204,58268,58284,58026,58058,58074,58090,58108,58140,58156,58173,58205,58221,58237,58253,58269,58285,58301;oui;oui;oui;"Comité de l'alimentation dans le cadre du Projet de Sécurité sociale de l'alimentation

";"Action programmée";non;"A minima 4 réunions de comités thématiques ouvert à tous par an (sur 2 ans)";;"Dans le cadre du projet de sécurité sociale de l'alimentation, un axe fort consiste à organiser la participation collective pérenne, sur une durée de 2 ans. Différents groupes thématiques siègeront régulièrement pour permettre une bonne appropriation et prise en main des sujets (""devenir acteur de sa propre alimentation"").
";;;non;;;;;;non;;;;;;non;;;;;;non;;;;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;
